"Hugo_Symbol","Entrez_Gene_Id","HR","pvalue","qvalue"
"DRG2",1819,1.20681625854271,0.0853376641713129,0.817384517936928
"ELAVL2",1993,1.18180500904877,0.0857461874143145,0.817384517936928
"DARC",2532,1.17455021011537,0.0860994216775604,0.817384517936928
"INHBA",3624,1.19176189196132,0.0861198337156013,0.817384517936928
"FXYD1",5348,1.18482419360276,0.0855106188614678,0.817384517936928
"MAP2K1",5604,1.17852485293644,0.0856309782845765,0.817384517936928
"PTPN3",5774,1.17697319464004,0.0859896305570141,0.817384517936928
"TCTA",6988,1.19335102264937,0.0858363582971661,0.817384517936928
"TGFBR1",7046,1.18213769064785,0.0855534108093111,0.817384517936928
"BCAR3",8412,1.20325345812563,0.0859607425791995,0.817384517936928
"SLC16A5",9121,1.26985493472624,0.0857598568261277,0.817384517936928
"MED7",9443,1.18971161511217,0.0858372149105768,0.817384517936928
"CTDSP2",10106,1.20576025034325,0.086184412170739,0.817384517936928
"PHF19",26147,0.848488684191767,0.0856833216761073,0.817384517936928
"SACS",26278,0.84372835893925,0.0862195079070087,0.817384517936928
"ADAMDEC1",27299,1.19283055804845,0.0861145283488843,0.817384517936928
"P2RY10",27334,1.16504589746502,0.0862005288054905,0.817384517936928
"FAM134B",54463,1.19281908431147,0.0862290302723358,0.817384517936928
"ZNF461",92283,0.827183810384565,0.0860609069273349,0.817384517936928
"CLRN3",119467,1.18531247769249,0.0862555416961101,0.817384517936928
"TRAM1L1",133022,1.18151220685401,0.0852897384373301,0.817384517936928
"GLT1D1",144423,1.15424356595922,0.085761728544296,0.817384517936928
"B3GALTL",145173,0.819807308196997,0.0859366339356702,0.817384517936928
"PGPEP1L",145814,1.21965321311241,0.085195803836159,0.817384517936928
"ZNF582",147948,0.832327806996431,0.0853654316864613,0.817384517936928
"GGH",8836,1.19510539094916,0.0863193660249485,0.817568344290853
"NR4A1",3164,1.18378281814131,0.0867591400620418,0.819953183088096
"SEC14L5",9717,1.18161129162689,0.086789140550165,0.819953183088096
"PPP1R14A",94274,1.19913401516591,0.086838491215492,0.819953183088096
"PTRF",284119,1.18690718852539,0.0866496326693058,0.819953183088096
"EMR4P",326342,1.16983856068583,0.0867254749092698,0.819953183088096
"LRRC66",339977,1.17696072289915,0.0867956377434381,0.819953183088096
"CENPM",79019,1.1749246826852,0.0870264736829778,0.821306766762995
"PLIN2",123,1.17229233479133,0.0875864656137699,0.821465640510673
"CRHR1",1394,1.15858648623001,0.0872229273754457,0.821465640510673
"CYP27A1",1593,1.19922398770999,0.0874861088903498,0.821465640510673
"GNG10",2790,1.19966514659982,0.0878858053978814,0.821465640510673
"MAF",4094,1.19423136272125,0.0880139768125579,0.821465640510673
"PSMB6",5694,1.20232631327378,0.0879226536872317,0.821465640510673
"GPNMB",10457,1.17750851423425,0.0879843696848905,0.821465640510673
"GJB6",10804,1.16441786272633,0.087089942430866,0.821465640510673
"C18orf10",25941,1.18311041695419,0.0876075721985969,0.821465640510673
"CLEC4E",26253,1.17768227968293,0.0876843970763342,0.821465640510673
"LRFN2",57497,1.19240340104859,0.0875869229131432,0.821465640510673
"MS4A6A",64231,1.18015687515461,0.0880194642103381,0.821465640510673
"PRRG3",79057,1.19248355778209,0.0877685987898455,0.821465640510673
"TM7SF4",81501,1.13728131998788,0.0878461702939716,0.821465640510673
"TRIM7",81786,0.845266614910075,0.0872933527717407,0.821465640510673
"RBP5",83758,1.18031378116313,0.0874627007062974,0.821465640510673
"ADCK2",90956,1.19586618837548,0.0875253264099394,0.821465640510673
"G6PC3",92579,1.19654282611157,0.0880253351674753,0.821465640510673
"PROKR2",128674,1.1991420243821,0.0871531685854859,0.821465640510673
"SUZ12P",440423,1.20899637830967,0.0876532072866267,0.821465640510673
"TMEM90A",646658,1.13754356740601,0.0879729311798861,0.821465640510673
"C6orf132",647024,1.14685032232617,0.0879618392794302,0.821465640510673
"NAGPA",51172,1.18564012912302,0.0881530899956894,0.822240909878698
"CD37",951,1.16737915315801,0.0883791679610972,0.82228181185418
"LRRC32",2615,1.20528224262916,0.0885149306788638,0.82228181185418
"GBX1",2636,1.20580495310683,0.0884472716731183,0.82228181185418
"GZMK",3003,1.15995071307366,0.0885025293596986,0.82228181185418
"SLC6A12",6539,1.1934258192005,0.0882678880079299,0.82228181185418
"SH2D3C",10044,1.18591358485062,0.0884481370777424,0.82228181185418
"ICOSLG",23308,1.18564386544136,0.0883746712516442,0.82228181185418
"UNC13C",440279,1.19386981557358,0.0883353374188467,0.82228181185418
"RILPL2",196383,1.19467634118023,0.0885856718852522,0.822523773816497
"CEACAM4",1089,1.17276228663256,0.0888139172514343,0.822714937802415
"ENO2",2026,1.1805753549236,0.0886882781077393,0.822714937802415
"GCA",25801,1.20224713094735,0.089010686449218,0.822714937802415
"FBXO40",51725,1.19282611169931,0.0890198218364254,0.822714937802415
"TMEM51",55092,1.18028480619989,0.0890774189773011,0.822714937802415
"CYP4F11",57834,1.20229565074958,0.0889752372004202,0.822714937802415
"NCALD",83988,1.19839064403199,0.0892321369262414,0.822714937802415
"DACH2",117154,1.16111861634522,0.0892104988714144,0.822714937802415
"PARD3B",117583,0.849174381887551,0.0890651965460566,0.822714937802415
"NUDT14",256281,1.21628148676123,0.0888393616730753,0.822714937802415
"ABCB5",340273,1.19720459555611,0.0891945349493203,0.822714937802415
"HMX3",340784,1.16626237529022,0.0891959637020778,0.822714937802415
"CBLN3",643866,1.17016981172082,0.0891992914146095,0.822714937802415
"PCP4L1",654790,1.17936290100085,0.0890808665768452,0.822714937802415
"ZFP36",7538,1.16584716862367,0.0894115593453599,0.823956397913199
"GJA3",2700,0.785403373752268,0.089487076986838,0.824210713345935
"SRCRB4D",136853,1.19372736684147,0.0895287298798307,0.824210713345935
"CA7",766,1.2027142543385,0.0896777150196853,0.824250935216009
"DLG4",1742,1.17840338964934,0.0897482532983679,0.824250935216009
"CFH",3075,1.14880553845358,0.0896560385000202,0.824250935216009
"MMP9",4318,1.16349200227206,0.0901601441389896,0.824250935216009
"NDUFS6",4726,1.19443008555738,0.0901592480742293,0.824250935216009
"NEUROG1",4762,1.18043330279247,0.0900114665370048,0.824250935216009
"PRNP",5621,1.20123987771301,0.0898376842647006,0.824250935216009
"PDLIM1",9124,1.20083370368678,0.0897970937993474,0.824250935216009
"PIK3R5",23533,1.16814901604313,0.0899020113745049,0.824250935216009
"SYTL2",54843,1.20367604704325,0.0898784477439423,0.824250935216009
"SOHLH2",54937,0.828907924077115,0.0899506548192087,0.824250935216009
"HMHB1",57824,0.796967430924446,0.0901256681891272,0.824250935216009
"CCM2",83605,1.1775022983334,0.0901430423918888,0.824250935216009
"SLCO4C1",353189,1.15671725462186,0.0900667477459788,0.824250935216009
"PDE6G",5148,1.17085987122052,0.0904542687115233,0.825154205619254
"STC1",6781,1.14785792306096,0.0904820401594551,0.825154205619254
"DEF6",50619,1.1851321477853,0.090429875018793,0.825154205619254
"RSPO3",84870,1.40052004484736,0.0903379207884494,0.825154205619254
"POU5F2",134187,0.828312124289296,0.0904831379090178,0.825154205619254
"C1QL3",389941,1.16211324288831,0.0905650916490224,0.825492511945002
"LRFN5",145581,1.21492269469936,0.0906396996190633,0.825763560440407
"SRD5A2",6716,0.673960677665436,0.090731836051544,0.826193952922595
"LOC100128076",100128076,1.1518765465667,0.0907840643345144,0.826260700271053
"ANXA2",302,1.18966383791819,0.0910335178565591,0.828121517110359
"TCEB1",6921,1.20061558835272,0.0911064259398245,0.82837527498547
"NEIL3",55247,1.18883385750585,0.0912429199627491,0.828395205654142
"GPR126",57211,0.835881233408145,0.0912600178181767,0.828395205654142
"ZNF569",148266,0.826360334772269,0.0912886745132098,0.828395205654142
"MED11",400569,1.19416617815532,0.0912846242558772,0.828395205654142
"RUNX1",861,1.15916595160798,0.0914716396730923,0.828559224554347
"TNFRSF8",943,1.13802851614106,0.0915837737272631,0.828559224554347
"HOOK2",29911,0.850159370531222,0.0916143413080861,0.828559224554347
"SCOC",60592,1.19669331637426,0.0916219106650055,0.828559224554347
"C17orf64",124773,1.19218891510692,0.091474785053051,0.828559224554347
"SMCR7",125170,1.19192729994192,0.0915617485179575,0.828559224554347
"C2orf58",285154,1.13886883320788,0.0913923363750804,0.828559224554347
"RELT",84957,1.19190088599588,0.0916714672524918,0.828600202282714
"EPRS",2058,0.84262927116125,0.0918404027305148,0.829719652159874
"GPR18",2841,1.15069885072901,0.0919012539128443,0.829862009694835
"KCNC3",3748,1.15000425894436,0.0919840961913039,0.830005138366284
"SALL4",57167,0.843742390659225,0.0920073076274096,0.830005138366284
"ANXA3",306,1.18522624570063,0.0921646274298166,0.83020344522316
"APOA1",335,1.15559793531374,0.0921061522602648,0.83020344522316
"SLC35C1",55343,1.17899179308595,0.092147643592539,0.83020344522316
"CPNE2",221184,0.840345417300916,0.0922585635011133,0.830643025494613
"ASGR1",432,1.18840282140839,0.092355406135344,0.830702120776508
"THEM4",117145,1.19979560827154,0.0923417545445038,0.830702120776508
"NPPA",4878,1.15940416407863,0.0925330130366024,0.83148683540654
"DGKK",139189,0.810007873038108,0.0924973117199871,0.83148683540654
"ABCA6",23460,1.15516176470535,0.0926653783127004,0.831863881506647
"ARHGAP9",64333,1.18108213540576,0.0926580905811052,0.831863881506647
"C20orf103",24141,1.18086013139836,0.0927910152346869,0.832327600245192
"TREM1",54210,1.1527238940003,0.0928418416737486,0.832327600245192
"C1orf87",127795,1.14733776060628,0.0928527176712155,0.832327600245192
"POU4F3",5459,1.17894083651563,0.0929920016914068,0.83290254666631
"NRP1",8829,1.17382662412567,0.0930526346761905,0.83290254666631
"C14orf70",283601,1.15848040685952,0.0930103908597113,0.83290254666631
"TARP",445347,1.15972980684693,0.0931022316834231,0.83294135618378
"CYP2E1",1571,0.8381827443838,0.0931854461951826,0.833280741656922
"KIR2DL4",3805,1.18329386186998,0.0933954936361801,0.833943362147803
"MIXL1",83881,0.805955612712551,0.0933737421461297,0.833943362147803
"STARD6",147323,1.16571481687606,0.0933703621511044,0.833943362147803
"ABCA1",19,1.20633387921116,0.0947720617221708,0.834492943479957
"ATP6V1G2",534,1.17860094379841,0.0939005189902705,0.834492943479957
"FCER2",2208,1.17678131445465,0.0937781376221064,0.834492943479957
"HPN",3249,1.17110509580276,0.0940313060381121,0.834492943479957
"LTA4H",4048,1.20698801370988,0.0940272953052585,0.834492943479957
"MPP2",4355,1.17387175015871,0.0936582464020095,0.834492943479957
"MUC4",4585,0.56637075761976,0.0947579553909026,0.834492943479957
"NQO2",4835,1.20730074679569,0.0935165458208926,0.834492943479957
"SEPT5",5413,1.19125049362364,0.0942251360327078,0.834492943479957
"PRKCG",5582,1.17844996864077,0.0944631807445808,0.834492943479957
"SREBF2",6721,0.843111166550816,0.0942035246351554,0.834492943479957
"VAMP2",6844,1.18464672683913,0.0944738258027827,0.834492943479957
"UGP2",7360,1.20003489926109,0.0942744449071156,0.834492943479957
"RIMS2",9699,1.17639738323218,0.0938650727229146,0.834492943479957
"IFITM2",10581,1.17189597568883,0.0943016101925378,0.834492943479957
"MTX2",10651,1.19394193923544,0.0946341216062044,0.834492943479957
"HEY1",23462,0.84695970878975,0.0946419193002482,0.834492943479957
"FAM22F",54754,0.807456690069955,0.0946640366868864,0.834492943479957
"ENAH",55740,0.839807756994146,0.0939731529233469,0.834492943479957
"ROBO3",64221,1.23071726852336,0.0945506056103028,0.834492943479957
"C16orf45",89927,1.17568030798908,0.0945071127226273,0.834492943479957
"SYT8",90019,1.19472869882584,0.0947227557817762,0.834492943479957
"CACNA2D4",93589,1.17505644907199,0.0943710185249976,0.834492943479957
"MYOCD",93649,1.17732812712434,0.0947473648011732,0.834492943479957
"FAM9C",171484,1.34030207850317,0.0938915838812467,0.834492943479957
"LY86-AS1",285780,1.15440055712938,0.0938989122157471,0.834492943479957
"LINGO4",339398,1.15999954521744,0.0943249084102104,0.834492943479957
"TMPRSS9",360200,0.664692294212936,0.0939968779009803,0.834492943479957
"ARHGEF37",389337,1.19918144689045,0.0935627149724207,0.834492943479957
"ARRB2",409,1.17179267949996,0.0950092154322237,0.835296062791616
"RARRES2",5919,1.17490424727267,0.0949477110270437,0.835296062791616
"TSPAN1",10103,1.16391424447695,0.0949773459968973,0.835296062791616
"DENND1C",79958,1.17217173337014,0.095044827228476,0.835296062791616
"GATA4",2626,1.1575230259731,0.09527013609096,0.836191306608211
"SCPEP1",59342,1.17104089158421,0.0952693220278377,0.836191306608211
"PCED1B-AS1",100233209,1.18805829067811,0.0952830065727011,0.836191306608211
"FOXQ1",94234,0.815557139444857,0.0953363576222807,0.83626071941031
"RFFL",117584,1.20300089390099,0.095400430329437,0.836371636729847
"ZNF626",199777,0.840527468058707,0.0954398976869358,0.836371636729847
"FAM45A",404636,1.1866152367411,0.095510206919387,0.836589404063531
"ZNF799",90576,0.833883829723187,0.0956845000198589,0.837717342466919
"FOXP1",27086,1.20951521310155,0.0957558400817604,0.837943283416375
"DMP1",1758,1.17896857242349,0.096063034500607,0.839434009456159
"KCNC2",3747,1.1840484149294,0.0960577380668036,0.839434009456159
"SOD3",6649,1.17430562216882,0.0960548212775355,0.839434009456159
"PARK7",11315,1.16289941987492,0.0961650179300787,0.839926352618528
"EPHB6",2051,1.18149582611698,0.0963448517002088,0.840160505016126
"GRB2",2885,1.18589196800832,0.0963733982811839,0.840160505016126
"PZP",5858,1.16429581099467,0.0963394322530572,0.840160505016126
"ARL6IP1",23204,1.19805922155467,0.0963744403678228,0.840160505016126
"FBL",2091,0.829830917095861,0.0965594803778122,0.840223691846174
"CNTNAP4",85445,1.18147067156905,0.0965571646648553,0.840223691846174
"TTC16",158248,1.15826296811555,0.0965643160492669,0.840223691846174
"C9orf150",286343,1.21896259563528,0.0964774250484502,0.840223691846174
"CORO2A",7464,1.16410527777639,0.0966441345876382,0.840445505329541
"PSORS1C3",100130889,1.17390216492074,0.0966811462686865,0.840445505329541
"LUM",4060,1.1540326597602,0.0967582999050734,0.840719071365942
"RPL26",6154,1.20020990053081,0.0968428323468513,0.840861110000648
"ZFR2",23217,1.17809811678462,0.0970271657394964,0.840861110000648
"SDF2L1",23753,1.19122339765715,0.0969005874013972,0.840861110000648
"TTC39C",125488,1.1876222073923,0.0970485524422846,0.840861110000648
"C19orf38",255809,1.38569969791266,0.0969825752431095,0.840861110000648
"SCGBL",284402,0.828196478208545,0.0970487962637275,0.840861110000648
"FOSL2",2355,1.19166397800567,0.0970960723428485,0.840874832623737
"DPEP2",64174,1.16591166359503,0.0975047996952858,0.843620511891088
"BTBD8",284697,1.18035285196226,0.0974750814349894,0.843620511891088
"RYR2",6262,1.17607271859781,0.0976208700092885,0.843831315538251
"SBSN",374897,1.16328129125024,0.0975899269417682,0.843831315538251
"BST1",683,1.1923703204765,0.097956152983731,0.844288330164398
"MPI",4351,1.19895169872023,0.0982790398596424,0.844288330164398
"NSF",4905,1.1803945032559,0.0980016668049257,0.844288330164398
"PDE2A",5138,1.18202757291943,0.0981020295235807,0.844288330164398
"POU5F1B",5462,0.818470589956344,0.098267760634303,0.844288330164398
"KIAA0513",9764,1.17374148222812,0.0978190973662796,0.844288330164398
"DAPK2",23604,1.14557423925335,0.0981717029271791,0.844288330164398
"PANX2",56666,1.14356267529678,0.0982325124336548,0.844288330164398
"PQLC1",80148,1.16055659991945,0.0981376979968162,0.844288330164398
"KHDRBS2",202559,0.78306689379066,0.0983160295355271,0.844288330164398
"ZNF642",339559,1.19088042544496,0.097866750716299,0.844288330164398
"OR2A1",346528,1.17071592556829,0.0981698880770826,0.844288330164398
"C20orf107",388799,1.18104593589999,0.0980145360604091,0.844288330164398
"LINC00887",100131551,1.3758288028406,0.0980484023670442,0.844288330164398
"CDRT4",284040,1.19350175965762,0.0984147565180571,0.844741960915021
"ARSE",415,1.17799128488738,0.0987618471268148,0.845639418376613
"ATP6V1C1",528,1.19964293219646,0.0990036177211628,0.845639418376613
"C3",718,1.18154398831859,0.0990024974566303,0.845639418376613
"ESR2",2100,1.14508877245405,0.0991376684150025,0.845639418376613
"GBAS",2631,0.806603964381569,0.099088454763292,0.845639418376613
"GLRB",2743,1.1816374100996,0.098888426812761,0.845639418376613
"ZNF69",7620,0.843420361822738,0.0992042632561743,0.845639418376613
"PPFIA2",8499,1.16437612698702,0.0986768962445075,0.845639418376613
"HMGN3",9324,1.20908716671719,0.0989394399350221,0.845639418376613
"TMEM14A",28978,1.19714692977212,0.099208580355111,0.845639418376613
"CCNB1IP1",57820,0.821100812537631,0.0988216333665637,0.845639418376613
"SP6",80320,1.14422049847995,0.0989027193591225,0.845639418376613
"LRP11",84918,1.18442670163117,0.0989363753905099,0.845639418376613
"TUBB8",347688,0.841183207787381,0.0991837846204236,0.845639418376613
"LOC389705",389705,1.16237219828707,0.0985754973120944,0.845639418376613
"CD8B",926,1.15983964112476,0.0995377552040558,0.845817171314339
"CEBPG",1054,0.834813496298932,0.0995998620846889,0.845817171314339
"NUCB2",4925,1.17542221467547,0.0995668685566869,0.845817171314339
"CCL2",6347,1.14975228370934,0.099872885576594,0.845817171314339
"TPMT",7172,1.17809779968314,0.0997874542314677,0.845817171314339
"USP6NL",9712,0.848729551481825,0.0996912973025668,0.845817171314339
"WSB1",26118,1.18122087061638,0.0998678657625045,0.845817171314339
"FERMT1",55612,0.80011163268698,0.0993681763448747,0.845817171314339
"CDC73",79577,0.847596117721222,0.0995893291636709,0.845817171314339
"MAP6D1",79929,1.16692332082337,0.0992839055974265,0.845817171314339
"GPR98",84059,0.803787986776716,0.0997202162263322,0.845817171314339
"FAM83A",84985,1.17466686602951,0.0995324332849627,0.845817171314339
"PPP1R1C",151242,1.22175349297487,0.0997513317439996,0.845817171314339
"MEF2B",100271849,0.858103737562543,0.0997745707927544,0.845817171314339
"OPHN1",4983,0.83729103706177,0.0999502223478392,0.84582081901736
"OSTF1",26578,1.17138130843563,0.0999652383504188,0.84582081901736
"IDS",3423,1.19407083361692,0.100089850204262,0.846485989572166
"GFRA1",2674,1.25667292283244,0.100298552102032,0.84755345370209
"ARRDC3",57561,1.18088095697353,0.100308179218777,0.84755345370209
"MPPED1",758,1.18631507911257,0.100879088345712,0.84947852972163
"GRM3",2913,1.18455520131272,0.100951450551606,0.84947852972163
"MN1",4330,1.36215274628608,0.100644584613103,0.84947852972163
"SVIL",6840,1.25158897380521,0.100664819350606,0.84947852972163
"UST",10090,0.849287364548173,0.10074686185691,0.84947852972163
"NUDT9",53343,1.20468213013482,0.100930466183143,0.84947852972163
"DTX2",113878,1.18141337810446,0.100715318731126,0.84947852972163
"DACT2",168002,1.15183945292252,0.100893126674872,0.84947852972163
"HERC2P2",400322,0.843850762648932,0.100807174775205,0.84947852972163
"FZD1",8321,1.16073212413084,0.101194404788112,0.851133743745715
"FAM96A",84191,1.18443701887006,0.101287816149305,0.851530233255212
"SLC25A15",10166,0.845197806704481,0.101371943033784,0.851848341393026
"ERF",2077,0.841636529048185,0.10159022385552,0.852987415199227
"GMFG",9535,1.16285936666387,0.101676449368542,0.852987415199227
"KLHL29",114818,0.799074144386009,0.101692897296479,0.852987415199227
"GPR141",353345,1.15363182679873,0.101669182588089,0.852987415199227
"PDIA3P",171423,1.18633010771332,0.101803474256359,0.853525893731105
"AIRE",326,1.18240757892725,0.102540687530959,0.854170747263488
"GP9",2815,1.18464477140833,0.102412388906378,0.854170747263488
"MATK",4145,1.1796097126818,0.102641558039437,0.854170747263488
"NINJ2",4815,1.16967566580094,0.102106184365163,0.854170747263488
"GPR68",8111,1.16715413707785,0.102218580291183,0.854170747263488
"RNF7",9616,1.19215997118137,0.102615128641427,0.854170747263488
"GPR83",10888,1.15384176819309,0.101932642791931,0.854170747263488
"LAMB4",22798,1.23009804730322,0.102589623500157,0.854170747263488
"TXNDC11",51061,1.18174372043791,0.102526299716837,0.854170747263488
"TLR8",51311,1.16308956933634,0.102344814670437,0.854170747263488
"CD248",57124,1.17645944949393,0.102004710281669,0.854170747263488
"TRAF3IP3",80342,1.16185795178621,0.10223570324336,0.854170747263488
"TMEM163",81615,1.18026382486304,0.102274620334626,0.854170747263488
"LOXL4",84171,1.34382540777405,0.102045890688348,0.854170747263488
"COL6A6",131873,1.16415168860303,0.102360024841223,0.854170747263488
"FGFBP3",143282,0.840418098654674,0.1023096332226,0.854170747263488
"C1orf95",375057,1.18457507436838,0.102669439381994,0.854170747263488
"C1QA",712,1.16583194540829,0.102748001197991,0.8542557187414
"SEPP1",6414,1.17221273123658,0.102772491511898,0.8542557187414
"SLC27A2",11001,1.13341084729064,0.102942003814268,0.855278418146264
"RABIF",5877,1.23676757340047,0.102990086409031,0.855291769036732
"EN1",2019,1.17021619625467,0.103223258190137,0.855298343301707
"GPR27",2850,0.811596931262982,0.103206825673411,0.855298343301707
"CXCR2",3579,1.16700908430083,0.103107529955772,0.855298343301707
"PROM1",8842,1.19241935846288,0.103167144955456,0.855298343301707
"C2orf54",79919,1.140755552952,0.10311855753117,0.855298343301707
"BTG1",694,1.17288538508902,0.10333750271801,0.855859614095202
"COMMD9",29099,1.20594437753525,0.103443256816233,0.8560714237022
"ZNF580",51157,0.858228691359735,0.103502630969809,0.8560714237022
"SLC22A9",114571,1.18637622764346,0.10348115722094,0.8560714237022
"APBB1",322,1.18641051330228,0.103654465047293,0.856231896345243
"DSPP",1834,0.816783612035423,0.103661613055328,0.856231896345243
"CACNG4",27092,1.15738426200226,0.103649601485647,0.856231896345243
"CRELD1",78987,1.17571115695607,0.103983111674879,0.858502110431942
"NAGK",55577,1.18349289443889,0.104117852361319,0.859229074890293
"STAC",6769,0.853798725182725,0.104282154249019,0.860199231127161
"NEUROD2",4761,1.1360958649622,0.104385166949205,0.860215594036733
"UCHL1",7345,1.20085521290852,0.10442436760735,0.860215594036733
"TFCP2L1",29842,0.836373024156047,0.104334470212586,0.860215594036733
"C4orf50",389197,1.17250874085371,0.104615025918817,0.861400591491718
"GAS6",2621,1.14867119707475,0.104750250811112,0.861878190473244
"TPST1",8460,1.17563202423472,0.104857056987323,0.861878190473244
"C17orf62",79415,1.19126762450041,0.104815752441791,0.861878190473244
"ZNF683",257101,1.12571945351259,0.104860363444525,0.861878190473244
"MAL",4118,1.15997514579501,0.104992928437566,0.862214048782353
"RNASE2",6036,1.17017288714423,0.105165254588301,0.862214048782353
"LYNX1",66004,1.15499410663435,0.105098066607004,0.862214048782353
"ARHGAP12",94134,0.836664929790094,0.105182336549279,0.862214048782353
"OR51B5",282763,1.18856962827736,0.105036972191185,0.862214048782353
"C19orf77",284422,1.17786930099941,0.105073295440525,0.862214048782353
"SHISA5",51246,1.17006698616338,0.105290597407341,0.862717214642607
"PRRG4",79056,1.16691312439782,0.105450754757158,0.863644966531366
"CD5",921,1.1480865813553,0.105854571770813,0.865609541043932
"CD47",961,1.17509094506337,0.105990090087845,0.865609541043932
"CEBPA",1050,1.17112082201528,0.106152716082812,0.865609541043932
"EPO",2056,1.17693134926744,0.10634913722221,0.865609541043932
"MPP3",4356,1.16679989060772,0.106233509840612,0.865609541043932
"CREG1",8804,1.16138676304815,0.105996567455823,0.865609541043932
"SUSD5",26032,0.78868648926615,0.106162255693488,0.865609541043932
"PCDHA13",56136,1.15945391964759,0.106031015608704,0.865609541043932
"PIP4K2C",79837,1.16133525675248,0.105749222638458,0.865609541043932
"PPP1R3F",89801,1.18210163883292,0.106212861757707,0.865609541043932
"CASP12",120329,0.792709415699497,0.105832808136709,0.865609541043932
"FAM48B2",170067,1.14799214134043,0.106325977720697,0.865609541043932
"C8orf73",642475,1.17771252666755,0.106256065213878,0.865609541043932
"DNM1P35",100128285,1.17132272570608,0.106186968069217,0.865609541043932
"C9orf68",55064,0.847672667132713,0.106463522623379,0.866157474287376
"SEZ6L",23544,0.817357903704484,0.10670277106018,0.866571533901365
"MRPL32",64983,1.16640612332607,0.106583123456658,0.866571533901365
"ANO9",338440,1.13650510831783,0.106670871171716,0.866571533901365
"ASPDH",554235,1.173762776296,0.106635322785952,0.866571533901365
"BMP5",653,1.22516042041602,0.106897523816697,0.86738762380894
"ACER1",125981,0.83911407062639,0.106872316930331,0.86738762380894
"C4BPB",725,1.11855131212334,0.107293293037622,0.867544717721707
"ACSL1",2180,1.15597763345661,0.107196456456409,0.867544717721707
"PIM1",5292,1.13667875162769,0.107016166038186,0.867544717721707
"RFC2",5982,1.18499149593848,0.107347741438802,0.867544717721707
"SYT1",6857,1.17999092567522,0.10724714919448,0.867544717721707
"ANKRD39",51239,1.17186640616749,0.107202341734841,0.867544717721707
"C1RL",51279,1.15845678120325,0.107435440509035,0.867544717721707
"OBFC2A",64859,1.16988588103455,0.107243406532771,0.867544717721707
"SRCIN1",80725,1.14426179538819,0.10742246454372,0.867544717721707
"CALN1",83698,1.1615891833557,0.107321031536258,0.867544717721707
"LINC02085",152225,1.1420049690074,0.107209139048019,0.867544717721707
"TCF3",6929,0.854369209803044,0.107662173882777,0.868609226255041
"RAB26",25837,1.18909938053661,0.10772016328163,0.868609226255041
"PRKRIP1",79706,1.18015245706624,0.10771407728122,0.868609226255041
"LOC100133920",100133920,0.515492981928365,0.107756064964422,0.868609226255041
"EXT2",2132,1.17992749102787,0.10783801435575,0.868840475959926
"TMEM41B",440026,1.1994731246528,0.107879176632529,0.868840475959926
"ITGAX",3687,1.15649499782257,0.107950432791452,0.86903403965927
"CEACAM6",4680,1.15664737634515,0.108050164058261,0.869076559949378
"ERO1L",30001,1.17583008965395,0.108047189225177,0.869076559949378
"TBC1D2",55357,1.1596605233503,0.108120279412491,0.869260595031923
"STEAP1",26872,1.17831551281912,0.108173574218555,0.869309295346754
"RNF212",285498,0.823244548185204,0.108246781504939,0.869517904860494
"DTNBP1",84062,1.18811146980384,0.108417405847197,0.87050851649475
"LPXN",9404,1.16187461318159,0.108469974107869,0.870550777805108
"KCNA3",3738,1.1475375889773,0.108716643051955,0.871241896109655
"ZNF20",7568,0.84705230679056,0.108784350582415,0.871241896109655
"CACNA1I",8911,1.18652148644425,0.108738599652716,0.871241896109655
"DNAH3",55567,1.15722352355254,0.108646406161156,0.871241896109655
"ITPRIP",85450,1.18517757399103,0.10880837129347,0.871241896109655
"ZNF625",90589,0.846645859238373,0.108840141235456,0.871241896109655
"COL3A1",1281,1.14373593444611,0.108957252367692,0.871800137096798
"PDCD1",5133,1.14957743542088,0.109168633416679,0.871906076622145
"S100A5",6276,1.12905784205079,0.109062355477375,0.871906076622145
"SSFA2",6744,0.849645998164844,0.109131563613865,0.871906076622145
"C7orf30",115416,1.18803073558271,0.109207385024944,0.871906076622145
"SLC6A17",388662,1.18441680852628,0.109071733327672,0.871906076622145
"ZFP30",22835,0.842199304240652,0.109265261524294,0.871989855954719
"BCL3",602,1.1509121711928,0.110154972944672,0.87200760912332
"NEFH",4744,1.19110887641205,0.109688364293619,0.87200760912332
"NRCAM",4897,1.19471946674623,0.10984315567668,0.87200760912332
"PEBP1",5037,1.19830837757489,0.109473176192483,0.87200760912332
"PFN1",5216,1.19133518954016,0.109842873462464,0.87200760912332
"SERPINB8",5271,1.19175901938588,0.110125322393923,0.87200760912332
"RPS20",6224,1.18941732987629,0.109703423957215,0.87200760912332
"SIGLEC1",6614,1.14579225649917,0.10997379013079,0.87200760912332
"TFAP2C",7022,1.18142040462234,0.109984447527086,0.87200760912332
"TNNI2",7136,1.16833472906414,0.109697678450377,0.87200760912332
"WISP1",8840,1.21679185630053,0.109660267542192,0.87200760912332
"LY96",23643,1.15755964482275,0.110334160839296,0.87200760912332
"A4GALT",53947,1.14512046058828,0.110340751160216,0.87200760912332
"MRPL36",64979,1.19024492034245,0.109803471535786,0.87200760912332
"BCL2L14",79370,1.1451759039438,0.110297194571861,0.87200760912332
"GAL3ST4",79690,1.18656000477984,0.110224984675704,0.87200760912332
